x,y,xvar,yvar,cov,ts,mfgID,GID
188624.6044,1997233.967,0.4812,0.997,0.0063,4/15/2017 12:50:20 PM,37,"""2017-37-2-105"""
188725.4329,1997272.035,0.3662,3.096,0.7851,4/15/2017 12:54:00 PM,374,"""2017-374-1-105"""
188612.6107,1997402.764,354.9983,229.6971,-277.3918,4/15/2017 1:00:20 PM,379,"""2017-379-3-105"""
188658.652,1997109.917,1.842,7.1573,1.8477,4/15/2017 1:13:40 PM,49,"""2017-49-3-105"""
188529.7408,1997415.435,1.0179,0.7539,-0.4457,4/16/2017 6:27:40 AM,519,"""2017-519-1-106"""
188471.9102,1997476.202,0,0,0,4/16/2017 6:32:00 AM,378,"""2017-378-1-106"""
188631.0354,1997473.092,0.5819,2.0223,0.5587,4/16/2017 6:44:00 AM,370,"""2017-370-1-106"""
188732.7369,1997340.034,5.0198,38.4454,5.8916,4/16/2017 6:52:00 AM,514,"""2017-514-1-106"""
188624.5996,1997249.659,0.3366,0.4136,-0.2942,4/16/2017 7:05:00 AM,37,"""2017-37-1-106"""
188719.8796,1997126.862,0.2881,0.3994,-0.2219,4/16/2017 7:55:00 AM,49,"""2017-49-1-106"""
188560.9693,1997216.024,6.6364,3.4026,2.8566,4/16/2017 8:14:40 AM,37,"""2017-37-2-106"""
188504.4459,1997326.165,0.7741,0.5785,-0.4516,4/16/2017 8:29:00 AM,360,"""2017-360-1-106"""
188522.1657,1997420.892,0.727,0.2377,-0.2188,4/16/2017 8:50:20 AM,378,"""2017-378-2-106"""
188613.967,1997473.017,0.3871,1.3546,-0.0676,4/16/2017 9:10:00 AM,370,"""2017-370-2-106"""
188579.4713,1997230.391,7.1274,8.4681,7.0937,4/16/2017 9:54:00 AM,37,"""2017-37-3-106"""
188703.5151,1997128.588,0.238,0.3921,0.0794,4/16/2017 10:03:00 AM,49,"""2017-49-2-106"""
188580.1322,1997883.086,140.1846,103.306,115.7577,4/16/2017 11:26:40 AM,362,"""2017-362-1-106"""
188506.9353,1997831.159,0.3316,0.3205,-0.2981,4/16/2017 11:27:00 AM,80,"""2017-80-1-106"""
188635.8772,1997466.376,0.3368,0.7199,0.1161,4/16/2017 12:01:00 PM,370,"""2017-370-3-106"""
188644.924,1997188.623,0,0,0,4/17/2017 7:49:00 AM,49,"""2017-49-1-107"""
188644.2059,1997207.225,1.2589,8.2645,0.2311,4/17/2017 7:59:00 AM,37,"""2017-37-1-107"""
188779.4231,1997274.821,0.1956,0.4477,0.0752,4/17/2017 8:05:40 AM,374,"""2017-374-1-107"""
188829.727,1997381.236,0,0,0,4/17/2017 8:10:30 AM,371,"""2017-371-1-107"""
188630.9823,1997483.785,1.2459,5.5061,-0.3858,4/17/2017 8:23:20 AM,370,"""2017-370-1-107"""
188521.3545,1997436.816,0.3376,0.4494,-0.1474,4/17/2017 8:33:00 AM,378,"""2017-378-1-107"""
188501.0167,1997384.957,1.9385,4.0646,-1.5458,4/17/2017 9:02:00 AM,360,"""2017-360-1-107"""
188494.0637,1997327.791,0.6326,0.7507,-0.0653,4/17/2017 9:06:20 AM,514,"""2017-514-1-107"""
188594.0707,1997247.288,0.0698,1.0966,0.1464,4/17/2017 10:36:00 AM,37,"""2017-37-2-107"""
188511.2492,1997349.305,7.0358,2.3255,-0.9224,4/17/2017 10:45:00 AM,360,"""2017-360-2-107"""
188515.7253,1997439.592,0.5921,1.2075,-0.7439,4/17/2017 10:50:40 AM,378,"""2017-378-2-107"""
188577.8678,1997843.552,49.2553,9.5314,17.5258,4/17/2017 11:04:00 AM,362,"""2017-362-2-107"""
188630.7565,1997455.799,0.0319,0.4259,0.0612,4/17/2017 11:13:00 AM,370,"""2017-370-2-107"""
188835.6524,1997271.215,16.003,4.0448,-3.3533,4/17/2017 11:26:00 AM,374,"""2017-374-2-107"""
188679.3699,1997106.126,6.0623,12.1859,7.506,4/17/2017 11:35:20 AM,49,"""2017-49-2-107"""
189437.7044,1997402.844,2.752,3.4153,-1.5712,4/18/2017 7:52:36 AM,374,"""2017-374-1-108"""
188714.3693,1997174.449,0,0,0,4/18/2017 7:03:40 AM,49,"""2017-49-1-108"""
188589.1475,1997244.511,0.2726,0.2781,0.1535,4/18/2017 7:32:20 AM,37,"""2017-37-1-108"""
188509.1602,1997326.454,0.8254,1.8111,-0.6389,4/18/2017 7:47:40 AM,360,"""2017-360-1-108"""
188468.2162,1997445.897,0,0,0,4/18/2017 7:55:00 AM,378,"""2017-378-1-108"""
188623.7219,1997473.507,0.6738,1.8221,-0.2326,4/18/2017 8:02:00 AM,370,"""2017-370-1-108"""
188552.0657,1997801.528,8.8136,1.3403,-0.5549,4/18/2017 8:14:20 AM,362,"""2017-362-2-108"""
188834.7955,1997335.895,15.9749,3.1401,2.3519,4/18/2017 8:50:00 AM,371,"""2017-371-1-108"""
188485.0927,1997339.482,1.7686,0.7803,0.2516,4/18/2017 11:11:40 AM,360,"""2017-360-2-108"""
188472.3051,1997516.885,2.7694,29.3064,-4.0223,4/18/2017 11:18:00 AM,378,"""2017-378-2-108"""
188560.0758,1997812.988,13.6195,1.6499,0.5262,4/18/2017 11:26:40 AM,362,"""2017-362-3-108"""
188619.9882,1997497.53,1.4332,10.6073,-1.6525,4/18/2017 11:36:00 AM,370,"""2017-370-2-108"""
188644.9473,1997179.678,5.0661,11.4066,-6.3364,4/18/2017 11:45:20 AM,37,"""2017-37-2-108"""
188689.9834,1997176.361,0,0,0,4/18/2017 12:00:00 PM,49,"""2017-49-2-108"""
188436.1204,1997144.782,0,0,0,4/19/2017 8:15:40 AM,352,"""2017-352-1-109"""
188563.2533,1997020.358,1.3347,0.9966,0.6318,4/19/2017 8:30:40 AM,376,"""2017-376-1-109"""
188489.0722,1997334.33,0.261,1.4208,-0.3852,4/19/2017 9:30:40 AM,360,"""2017-360-1-109"""
188543.2176,1997468.034,0,0,0,4/19/2017 9:42:20 AM,378,"""2017-378-1-109"""
188756.6128,1997663.167,0,0,0,4/19/2017 9:47:00 AM,370,"""2017-370-1-109"""
188585.2635,1997811.562,50.4594,3.0523,0.9329,4/19/2017 9:57:00 AM,362,"""2017-362-1-109"""
188792.6346,1997255.981,3.9145,1.7743,-2.1116,4/19/2017 10:24:00 AM,374,"""2017-374-1-109"""
188564.537,1997210.183,3.847,13.5139,5.8111,4/19/2017 10:58:20 AM,37,"""2017-37-1-109"""
188686.4872,1997139.026,0.3068,0.3819,0.2345,4/19/2017 11:41:00 AM,49,"""2017-49-1-109"""
188489.2454,1997340.573,0.1314,0.384,-0.1832,4/19/2017 11:52:00 AM,360,"""2017-360-2-109"""
188474.3232,1997460.351,0.4618,0.2136,-0.0456,4/19/2017 11:56:20 AM,378,"""2017-378-2-109"""
188527.3591,1997793.746,1.2289,0.5205,-0.0302,4/19/2017 12:08:40 PM,362,"""2017-362-2-109"""
188635.7826,1997469.876,0.9877,2.5572,1.2199,4/19/2017 12:20:00 PM,370,"""2017-370-2-109"""
188872.1325,1997393.579,111.1916,14.001,29.9225,4/19/2017 12:26:00 PM,371,"""2017-371-2-109"""
188777.7346,1997247.521,4.6106,4.8572,-2.3586,4/19/2017 12:29:20 PM,374,"""2017-374-2-109"""
188599.2537,1997222.359,0.7097,2.4507,-0.2806,4/19/2017 12:36:20 PM,37,"""2017-37-2-109"""
188755.0589,1997083.666,0,0,0,4/19/2017 12:44:20 PM,49,"""2017-49-2-109"""
188761.4219,1997256.47,0,0,0,4/20/2017 6:29:40 AM,362,"""2017-362-1-110"""
188765.1269,1997222.501,1.5051,5.5809,-1.3765,4/20/2017 6:34:20 AM,49,"""2017-49-1-110"""
188341.478,1997623.077,0,0,0,4/20/2017 7:02:00 AM,378,"""2017-378-1-110"""
188728.5516,1997452.587,3.4564,1.1196,1.3075,4/20/2017 7:13:00 AM,362,"""2017-362-2-110"""
188441.1224,1997320.549,2.9503,0.8326,0.7314,4/20/2017 7:32:00 AM,360,"""2017-360-1-110"""
188608.636,1997206.932,1.5757,8.8727,-1.5397,4/20/2017 7:46:00 AM,37,"""2017-37-1-110"""
188953.8598,1997403.537,0,0,0,4/20/2017 9:06:00 AM,374,"""2017-374-1-110"""
188318.4039,1997019.973,1.2621,0.4111,0.0703,4/20/2017 9:35:20 AM,352,"""2017-352-1-110"""
188514.1611,1997303.041,0.2002,0.5314,-0.1479,4/20/2017 9:49:20 AM,360,"""2017-360-2-110"""
188709.1585,1997177.762,1.0584,1.6608,0.8944,4/20/2017 10:02:40 AM,49,"""2017-49-2-110"""
188636.8748,1997032.848,3.0013,1.4451,0.8903,4/20/2017 10:09:40 AM,376,"""2017-376-1-110"""
188638.7707,1997228.707,0.5982,1.6773,0.2461,4/20/2017 10:28:40 AM,37,"""2017-37-2-110"""
188518.2225,1997302.445,573.4752,19.8349,-73.7839,4/20/2017 10:33:20 AM,370,"""2017-370-2-110"""
188619.7691,1997290.888,0.3218,0.6992,-0.092,4/22/2017 6:50:20 AM,370,"""2017-370-1-112"""
188782.8092,1997235.472,2.8043,4.893,-2.9068,4/22/2017 7:04:20 AM,362,"""2017-362-1-112"""
188794.6881,1997271.067,14.7123,10.5234,-11.6331,4/22/2017 7:19:20 AM,374,"""2017-374-1-112"""
188915.6014,1997191.507,90.833,238.5437,-122.3019,4/22/2017 7:32:00 AM,371,"""2017-371-1-112"""
188525.5028,1997462.737,0.3769,0.332,-0.0893,4/22/2017 8:01:00 AM,378,"""2017-378-1-112"""
188504.2909,1997313.178,0.7972,1.0326,0.291,4/22/2017 8:13:20 AM,360,"""2017-360-1-112"""
188669.217,1997365.713,0.4958,5.569,-0.8727,4/22/2017 9:07:00 AM,363,"""2017-363-1-112"""
188544.0567,1997234.563,0.8065,0.5124,-0.6111,4/22/2017 9:44:20 AM,37,"""2017-37-2-112"""
188732.7941,1997142.415,30.5076,2.8405,-7.4912,4/22/2017 10:27:00 AM,49,"""2017-49-1-112"""
188647.3713,1997066.336,0.2949,0.35,0.0274,4/22/2017 10:34:20 AM,376,"""2017-376-1-112"""
188606.0376,1997255.44,1.4515,0.248,0.2263,4/22/2017 10:47:00 AM,37,"""2017-37-3-112"""
188800.6148,1997295.483,2.4941,0.7759,0.1423,4/22/2017 11:27:00 AM,374,"""2017-374-2-112"""
189226.6442,1996692.776,1.633,3.3806,0.3818,4/8/2017 9:28:00 AM,75,"""2017-75-1-098"""
189133.0469,1996639.598,0,0,0,4/8/2017 9:35:00 AM,90,"""2017-90-1-098"""
188689.4358,1997161.663,0.0142,0.3041,0.0442,4/23/2017 7:41:00 AM,49,"""2017-49-1-113"""
188792.4758,1997235.733,4.7134,9.0422,-5.9121,4/23/2017 7:51:10 AM,374,"""2017-374-1-113"""
188782.9709,1997467.717,31.2902,374.3878,96.7978,4/23/2017 6:47:20 AM,362,"""2017-362-1-113"""
188688.3176,1997364.223,0.0958,0.3432,-0.0952,4/23/2017 6:53:00 AM,363,"""2017-363-1-113"""
188603.6104,1997443.841,0.3358,0.2356,0.1956,4/23/2017 7:55:00 AM,370,"""2017-370-1-113"""
188527.1698,1997464.988,1.5841,2.1745,-1.6041,4/23/2017 7:18:00 AM,378,"""2017-378-1-113"""
188316.9421,1996996.951,1.0573,0.2732,-0.0036,4/23/2017 7:48:40 AM,352,"""2017-352-1-113"""
188568.9449,1997270.02,0.1317,4.9275,-0.0017,4/23/2017 8:07:20 AM,37,"""2017-37-1-113"""
188434.018,1997208.9,0,0,0,4/23/2017 9:46:30 AM,376,"""2017-376-1-113"""
188841.7638,1997522.724,87.3807,10.4034,11.6635,4/23/2017 9:54:20 AM,362,"""2017-362-2-113"""
188519.6692,1997489.594,1.3445,5.3072,-1.295,4/23/2017 10:06:40 AM,378,"""2017-378-2-113"""
188489.1192,1997338.358,1.1791,0.5699,0.091,4/23/2017 10:13:20 AM,360,"""2017-360-1-113"""
188584.7184,1997393.103,0,0,0,4/23/2017 10:24:00 AM,370,"""2017-370-2-113"""
188828.9755,1997270.426,21.7503,2.8568,-2.5384,4/23/2017 11:08:20 AM,374,"""2017-374-2-113"""
188491.0157,1997465.962,0.2766,0.7457,0.2178,4/23/2017 11:44:00 AM,378,"""2017-378-3-113"""
188575.0883,1997237.781,0.1757,0.7734,-0.0414,4/23/2017 12:12:20 PM,37,"""2017-37-2-113"""
188733.8472,1997246.273,0.3689,0.5459,-0.0397,4/23/2017 12:20:00 PM,309,"""2017-309-2-113"""
188800.0974,1997275.103,2.7827,0.6742,-0.1483,4/23/2017 12:23:00 PM,374,"""2017-374-3-113"""
188596.5378,1997289.658,1.7199,1.0388,-0.5482,4/29/2017 6:15:20 AM,370,"""2017-370-1-119"""
188583.5391,1997247.628,2.0737,1.4484,-0.2962,4/29/2017 6:23:40 AM,37,"""2017-37-1-119"""
188705.8323,1997152.416,0.608,0.1971,0.0713,4/29/2017 6:33:40 AM,49,"""2017-49-1-119"""
188811.1683,1997398.593,10.9682,1.5278,2.0867,4/29/2017 7:22:20 AM,362,"""2017-362-1-119"""
188826.5454,1997249.79,26.5194,5.1549,-9.9275,4/29/2017 8:37:30 AM,374,"""2017-374-1-119"""
188705.166,1997560.024,0,0,0,4/29/2017 8:17:20 AM,79,"""2017-79-1-119"""
188444.9587,1997834.791,26.9859,0.834,-0.1644,4/29/2017 8:33:00 AM,376,"""2017-376-1-119"""
188812.0183,1997377.146,8.5665,1.3728,0.762,4/29/2017 9:34:00 AM,362,"""2017-362-2-119"""
188581.8163,1997261.312,0.2953,0.216,0.0107,4/29/2017 9:46:00 AM,37,"""2017-37-2-119"""
188706.1017,1997178.493,0.8977,2.3513,0.6495,4/29/2017 9:54:20 AM,49,"""2017-49-2-119"""
188486.1683,1997869.614,3.3999,63.829,2.4161,4/29/2017 10:35:40 AM,376,"""2017-376-2-119"""
188800.021,1997267.634,3.0161,0.7969,-0.5428,4/29/2017 11:37:40 AM,374,"""2017-374-2-119"""
188785.5888,1997421.572,1.7133,0.6669,0.2179,4/30/2017 6:25:00 AM,362,"""2017-362-1-120"""
188790.0267,1997263.943,1.6322,0.4166,-0.272,4/30/2017 6:36:20 AM,374,"""2017-374-1-120"""
188577.9314,1997288,3.2713,2.8514,-2.0822,4/30/2017 7:23:40 AM,370,"""2017-370-1-120"""
188576.6022,1997248.809,0.9929,0.0697,-0.2211,4/30/2017 7:28:40 AM,37,"""2017-37-1-120"""
188620.5275,1997252.355,0,0,0,4/30/2017 7:35:40 AM,311,"""2017-311-1-120"""
188725.9078,1997188.334,8.1761,16.6373,10.4165,4/30/2017 7:58:40 AM,49,"""2017-49-1-120"""
188545.7147,1997265.879,0,0,0,5/2/2016 6:55:00 AM,370,"""2016-370-1-123"""
188784.4131,1997330.958,1.0044,0.918,0.4229,5/2/2016 7:06:40 AM,371,"""2016-371-1-123"""
188886.2524,1997308.772,173.4347,9.7862,24.9083,5/2/2016 7:13:00 AM,374,"""2016-374-1-123"""
188661.9637,1997157.119,0,0,0,5/2/2016 7:21:40 AM,49,"""2016-49-1-123"""
188492.9746,1997790.492,0.5404,0.2391,-0.083,5/2/2016 7:39:20 AM,376,"""2016-376-1-123"""
188700.5977,1997565.23,30.7305,174.8334,64.1277,5/2/2016 7:52:00 AM,79,"""2016-79-1-123"""
188673.0801,1997358.411,14.2506,114.3385,34.697,5/2/2016 7:56:00 AM,379,"""2016-379-1-123"""
188787.1224,1997304.77,0.7831,0.5755,-0.0148,5/2/2016 8:01:40 AM,371,"""2016-371-2-123"""
188807.4972,1997241.034,22.4959,11.3504,-14.7125,5/2/2016 8:06:00 AM,374,"""2016-374-2-123"""
188696.0003,1997124.73,2.7626,8.4007,-3.7256,5/2/2016 8:16:40 AM,49,"""2016-49-2-123"""
188775.3101,1997343.297,0.4526,1.3415,-0.0286,5/2/2016 8:39:00 AM,371,"""2016-371-3-123"""
188487.2263,1997796.1,0.2591,0.4258,0.109,5/2/2016 8:52:00 AM,376,"""2016-376-2-123"""
188488.2974,1997797.837,0.3149,0.4624,0.1062,5/2/2016 10:08:40 AM,376,"""2016-376-3-123"""
188635.5861,1997420.626,0.6771,1.8354,-0.2077,5/2/2016 10:41:00 AM,379,"""2016-379-3-123"""
188583.06,1997232.602,2.2314,39.8562,-5.0101,5/2/2016 10:56:00 AM,370,"""2016-370-3-123"""
188842.0293,1997302.766,32.7357,3.2395,3.6637,5/2/2016 11:07:20 AM,374,"""2016-374-3-123"""
188681.3371,1997405.257,3.2793,5.6437,-3.7004,5/3/2017 9:26:00 AM,379,"""2017-379-1-123"""
189489.5578,1997878.191,10588.7903,1884.5406,3821.369,2/25/2016 6:57:00 AM,516,"""2016-516-1-056"""
188620.7013,1997671.102,81.4915,15.3889,31.5992,2/25/2016 7:11:20 AM,516,"""2016-516-2-056"""
188630.8965,1997650.422,0,0,0,2/25/2016 7:17:20 AM,516,"""2016-516-3-056"""
188640.2677,1997688.079,8.9093,1.3447,-1.8547,2/25/2016 7:25:20 AM,516,"""2016-516-4-056"""
188723.5205,1997561.612,0.2518,0.2639,0.0535,2/25/2016 8:35:40 AM,516,"""2016-516-5-056"""
188750.552,1997562.986,0.1675,0.3324,0.1129,2/25/2016 8:43:00 AM,516,"""2016-516-6-056"""
188765.0533,1997552.911,0,0,0,2/25/2016 8:48:40 AM,516,"""2016-516-7-056"""
188757.7245,1997563.102,0.2045,0.2365,-0.0251,2/25/2016 9:04:20 AM,516,"""2016-516-8-056"""
188907.3823,1997586.388,0.4701,0.4274,-0.1086,2/25/2016 10:14:00 AM,516,"""2016-516-9-056"""
188897.2484,1997593.132,0,0,0,2/25/2016 10:20:00 AM,516,"""2016-516-10-056"""
188536.2782,1997472.865,0.7917,0.5714,0.3993,2/26/2016 7:07:00 AM,516,"""2016-516-11-057"""
188645.4163,1997627.594,0.9599,0.885,-0.2941,2/26/2016 7:35:00 AM,516,"""2016-516-12-057"""
188620.3975,1997650.281,0,0,0,2/26/2016 8:24:00 AM,516,"""2016-516-13-057"""
188623.3393,1997637.798,0.3137,1.0392,0.2074,2/26/2016 8:29:20 AM,516,"""2016-516-14-057"""
188617.848,1997634.318,0.1515,0.52,-0.1962,2/26/2016 8:33:40 AM,516,"""2016-516-15-057"""
188648.3818,1997635.382,1.028,1.2309,-0.6439,2/26/2016 9:43:00 AM,516,"""2016-516-16-057"""
188624.2366,1997631.494,1.8249,1.027,-1.1261,2/26/2016 10:19:20 AM,516,"""2016-516-17-057"""
188547.3514,1997651.272,0.3432,0.53,-0.0283,2/27/2016 6:50:00 AM,516,"""2016-516-18-058"""
188676.4725,1997649.059,3.3681,2.1779,-1.8971,2/27/2016 7:37:20 AM,516,"""2016-516-19-058"""
188597.0036,1997620.59,0,0,0,2/27/2016 8:01:20 AM,516,"""2016-516-20-058"""
188608.1055,1997609.437,1.5728,0.5399,-0.116,2/27/2016 8:40:00 AM,516,"""2016-516-21-058"""
188672.8788,1997624.192,1.9342,7.0798,-1.9561,2/27/2016 8:46:40 AM,516,"""2016-516-22-058"""
188678.4748,1997636.851,0.8335,5.2469,-0.7688,2/27/2016 9:40:20 AM,516,"""2016-516-23-058"""
188658.7835,1997638.912,0.2539,0.5928,0.0032,2/27/2016 9:49:20 AM,516,"""2016-516-24-058"""
188650.5016,1997660.934,3.3068,0.7128,0.6937,2/27/2016 10:07:00 AM,516,"""2016-516-25-058"""
188618.2775,1997635.661,0,0,0,2/27/2016 10:38:00 AM,516,"""2016-516-26-058"""
188442.1823,1997631.804,0.1863,0.0734,-0.032,2/29/2016 7:15:20 AM,516,"""2016-516-27-060"""
188546.0704,1997548.677,225.4081,67.0606,-116.5947,2/29/2016 8:15:20 AM,516,"""2016-516-29-060"""
188703.0614,1997239.866,0.5001,1.1704,-0.1717,2/29/2016 8:41:20 AM,516,"""2016-516-30-060"""
188492.2151,1997593.088,0.2171,0.5573,-0.0223,2/29/2016 10:29:40 AM,516,"""2016-516-31-060"""
188645.9108,1997360.105,0,0,0,3/1/2016 6:38:20 AM,476,"""2016-476-1-061"""
188695.4979,1997369.633,0.6646,0.6778,-0.301,3/1/2016 7:26:20 AM,476,"""2016-476-2-061"""
188672.9297,1997364.311,3.0218,1.9355,2.3065,3/1/2016 7:57:00 AM,476,"""2016-476-3-061"""
188678.4555,1997356.672,0,0,0,3/1/2016 10:46:00 AM,476,"""2016-476-4-061"""
188682.1519,1997348.406,0.3319,0.2674,0.1627,3/1/2016 10:51:00 AM,476,"""2016-476-5-061"""
188471.3052,1997556.389,1.4627,0.4243,-0.3919,3/1/2016 6:58:00 AM,516,"""2016-516-32-061"""
188492.9962,1997679.508,44.0819,134.12,-72.8876,3/1/2016 7:43:20 AM,516,"""2016-516-33-061"""
188612.1291,1997630.389,1.7758,0.756,-0.2173,3/1/2016 8:16:20 AM,516,"""2016-516-34-061"""
188636.5779,1997647.082,16.5036,4.7771,6.6172,3/1/2016 10:14:40 AM,516,"""2016-516-35-061"""
188739.0442,1997338.73,0.6512,0.478,-0.1004,3/2/2016 6:54:20 AM,466,"""2016-466-1-062"""
188685.9403,1997287.803,0.582,0.3752,0.1626,3/2/2016 7:24:40 AM,466,"""2016-466-2-062"""
188645.7663,1997445.785,1.3193,2.3021,0.5994,3/2/2016 10:00:20 AM,466,"""2016-466-3-062"""
188698.6443,1997424.899,0.5093,0.3151,0.255,3/2/2016 6:48:40 AM,476,"""2016-476-6-062"""
188632.7511,1997344.835,4.8285,3.2751,-3.2213,3/2/2016 7:31:40 AM,476,"""2016-476-7-062"""
188658.667,1997332.016,3.9201,49.1317,-7.4594,3/2/2016 9:43:20 AM,476,"""2016-476-8-062"""
188698.6805,1997382.874,1.0361,0.8197,-0.357,3/2/2016 10:07:40 AM,476,"""2016-476-9-062"""
188401.0969,1997589.487,113.3458,24.5346,47.4091,3/2/2016 6:34:20 AM,516,"""2016-516-36-062"""
188550.6977,1997521.044,0,0,0,3/2/2016 7:53:20 AM,516,"""2016-516-37-062"""
188621.2353,1997659.379,2.903,0.952,-0.2824,3/2/2016 10:18:40 AM,516,"""2016-516-38-062"""
188636.9504,1997634.942,0,0,0,3/2/2016 10:45:20 AM,516,"""2016-516-39-062"""
188666.7672,1997419.859,0,0,0,3/3/2016 7:06:40 AM,466,"""2016-466-4-063"""
188559.7567,1996998,0,0,0,3/3/2016 7:27:30 AM,467,"""2016-467-4-063"""
188736.5485,1997501.138,2266.53,1664.0197,1922.4188,3/3/2016 8:12:20 AM,466,"""2016-466-5-063"""
188484.143,1996865.727,0,0,0,3/3/2016 8:39:00 AM,467,"""2016-467-5-063"""
188646.6272,1997435.355,0.8097,0.8412,-0.3529,3/3/2016 9:21:20 AM,466,"""2016-466-6-063"""
188590.8846,1997054.593,0,0,0,3/3/2016 10:02:30 AM,467,"""2016-467-6-063"""
188651.4111,1997396.987,1.4687,0.3134,0.4607,3/3/2016 10:18:00 AM,466,"""2016-466-7-063"""
188549.9833,1997489.121,0,0,0,3/3/2016 12:02:40 PM,466,"""2016-466-8-063"""
188677.3967,1997354.128,2.1576,9.1863,-2.277,3/3/2016 7:10:20 AM,476,"""2016-476-10-063"""
188669.6986,1997343.137,2.2659,1.9342,0.9852,3/3/2016 8:17:00 AM,476,"""2016-476-11-063"""
188624.9039,1997387.318,2.123,1.6569,-1.007,3/3/2016 9:15:20 AM,476,"""2016-476-12-063"""
188672.1524,1997372.789,1.031,1.2848,-0.2999,3/3/2016 10:23:40 AM,476,"""2016-476-13-063"""
188710.7894,1997409.844,7.3475,8.3487,6.2807,3/3/2016 11:30:40 AM,476,"""2016-476-14-063"""
188498.0579,1997611.405,0,0,0,3/3/2016 6:54:20 AM,516,"""2016-516-40-063"""
188477.4381,1997614.675,0,0,0,3/3/2016 7:54:00 AM,516,"""2016-516-41-063"""
188497.1191,1997554.734,0.541,1.4311,-0.3936,3/3/2016 9:00:20 AM,516,"""2016-516-42-063"""
188466.9202,1997557.674,2.8655,6.1207,3.3625,3/3/2016 10:03:40 AM,516,"""2016-516-43-063"""
188446.9293,1997683.4,3.739,0.9294,0.0339,3/3/2016 11:10:00 AM,516,"""2016-516-44-063"""
188431.3946,1997673.787,6.38,1.0445,-0.9239,3/3/2016 11:47:00 AM,516,"""2016-516-45-063"""
188597.4523,1997496.014,1.6735,8.5887,-1.8613,3/3/2016 11:23:00 AM,466,"""2016-466-700-063"""
188538.932,1997057.203,0,0,0,3/4/2016 12:30:00 PM,467,"""2016-467-8-064"""
188616.6936,1997432.286,1.0857,2.5824,-0.8026,3/4/2016 6:59:20 AM,466,"""2016-466-9-064"""
188734.1975,1997404.982,0,0,0,3/4/2016 8:47:00 AM,466,"""2016-466-10-064"""
188516.0504,1997723.61,3.1235,0.9291,0.5449,3/4/2016 10:29:00 AM,466,"""2016-466-11-064"""
188353.0947,1997722.817,0,0,0,3/4/2016 10:50:20 AM,466,"""2016-466-12-064"""
188676.473,1997392.217,0.2929,0.1557,0.0907,3/4/2016 7:04:00 AM,476,"""2016-476-15-064"""
188689.7327,1997383.202,0.4962,0.773,0.0936,3/4/2016 8:04:20 AM,476,"""2016-476-16-064"""
188639.7151,1997378.999,0.605,0.5604,0.1353,3/4/2016 9:46:00 AM,476,"""2016-476-17-064"""
188683.6187,1997379.803,0.3959,0.5406,-0.0247,3/4/2016 10:11:20 AM,476,"""2016-476-18-064"""
188468.6809,1997619.271,0.8513,0.3611,-0.0798,3/4/2016 7:14:20 AM,516,"""2016-516-46-064"""
188483.624,1997640.113,0.7155,2.8929,0.1452,3/4/2016 8:24:40 AM,516,"""2016-516-47-064"""
188501.7485,1997659.044,0,0,0,3/4/2016 10:24:00 AM,516,"""2016-516-48-064"""
188508.7962,1997723.008,0.1969,0.6533,-0.1434,3/4/2016 10:47:00 AM,516,"""2016-516-49-064"""
188586.0894,1997307.983,0.7281,0.4582,0.2485,3/6/2016 6:53:40 AM,45,"""2016-45-1-066"""
188628.7647,1997202.384,0.3322,0.1753,-0.1636,3/6/2016 7:46:40 AM,45,"""2016-45-2-066"""
188641.6622,1997203.068,2.0732,0.5622,-0.3965,3/6/2016 11:00:20 AM,45,"""2016-45-4-066"""
188619.2742,1997037.229,0,0,0,3/6/2016 10:23:30 AM,467,"""2016-467-10-066"""
188501.726,1997712.944,0.8512,0.4571,0.156,3/6/2016 7:22:20 AM,466,"""2016-466-13-066"""
188510.4686,1997729.071,0.4988,0.6201,-0.5006,3/6/2016 8:05:00 AM,466,"""2016-466-14-066"""
188531.8703,1997758.49,0.4217,1.103,0.0265,3/6/2016 11:24:20 AM,466,"""2016-466-15-066"""
188627.3275,1997383.11,4.8201,1.1768,0.0586,3/6/2016 7:00:40 AM,476,"""2016-476-19-066"""
188644.0066,1997372.698,0.4904,0.649,0.2024,3/6/2016 7:53:20 AM,476,"""2016-476-20-066"""
188701.2357,1997328.511,0,0,0,3/6/2016 8:40:20 AM,476,"""2016-476-21-066"""
188707.6719,1997378.528,0.371,0.8006,-0.1046,3/6/2016 11:11:00 AM,476,"""2016-476-22-066"""
188542.4579,1997645.893,1.116,8.0566,0.4443,3/6/2016 7:12:00 AM,516,"""2016-516-50-066"""
188519.4623,1997720.234,0.7886,0.8801,-0.4209,3/6/2016 8:10:20 AM,516,"""2016-516-51-066"""
188744.3413,1997805.306,2679.3666,818.227,1451.3593,3/6/2016 9:04:20 AM,466,"""2016-466-1500-066"""
188413.0402,1997736.787,0,0,0,3/6/2016 8:54:20 AM,516,"""2016-516-5100-066"""
188673.0426,1997338.23,18.9332,2.1819,-4.5713,3/7/2016 6:52:20 AM,45,"""2016-45-5-067"""
188773.2754,1997376.864,0.1274,0.3599,-0.0935,3/7/2016 7:36:00 AM,45,"""2016-45-6-067"""
188635.7356,1997345.167,2.2286,0.727,0.265,3/7/2016 8:27:40 AM,45,"""2016-45-7-067"""
188526.7111,1997668.573,2.6734,3.3466,2.0497,3/7/2016 7:04:00 AM,466,"""2016-466-16-067"""
